CULTURE;LOCID;ORDER;BGD;BGD_GEN_AO;BGD_GEN_CS;BGD_GEN_AO_TB;BGD_GEN_CS_TB;DIS_BGD;BGD_GEN_TB;DIS_BGD_GEN_TB;BGD_SPEC_AO;BGD_SPEC_CS;;;;;;;;;;;;;;;;;;;;;
Congo;1008;2;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Congo;1130;4;order;people pos;miscellaneous;people;miscellaneous;1;people;0;harmony;order;;;;;;;;;;;;;;;;;;;;;
Congo;1032;5;fetishes;religion;virtue;religion;virtue;1;religion;0;idolatry;fetish;;;;;;;;;;;;;;;;;;;;;
Congo;1016;4;egoism;morality;virtue;morality;virtue;1;virtue;0;selfish;egoism;;;;;;;;;;;;;;;;;;;;;
China-Christians;182896;3;Stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Mysore;D75;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;C50;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1919;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;D62;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Turkana;308;1;fighting ;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1266;5;egoistic people;morality;virtue;morality;virtue;1;virtue;0;selfish;egoism;;;;;;;;;;;;;;;;;;;;;
Mauritius;H2904;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1494;2;torture animals;ecology;ecology;ecology;ecology;0;ecology;0;killing/mistreating animals;mistreating others;;;;;;;;;;;;;;;;;;;;;
China-Christians;952320;4;Kidnapping ;morality;morality;morality;morality;0;morality;0;kidnapping;kidnapping;;;;;;;;;;;;;;;;;;;;;
Congo;1143;4;killing;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Mysore;D45;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1351;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1799;5;swearing words being used;etiquette;etiquette;etiquette;etiquette;0;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Mysore;D87;1;his creation going against his laws;morality;miscellaneous;morality;religion;1;religion;0;immoral behaviour;follow the rules of god;;;;;;;;;;;;;;;;;;;;;
Mysore;C31;1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;C83;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;D74;1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Congo;1158;3;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Congo;1105;1;paymentns;morality;etiquette;miscellaneous;etiquette;1;miscellaneous;0;getting paid;payment;;;;;;;;;;;;;;;;;;;;;
Mysore;C31;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;D74;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1217;3;those who hurt others;morality;morality;morality;morality;0;morality;0;violence;mistreating others;;;;;;;;;;;;;;;;;;;;;
Mysore;D21;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;D63;2;unhealthy things;miscellaneous;miscellaneous;people;miscellaneous;1;miscellaneous;0;health.n;wellbeing.n;;;;;;;;;;;;;;;;;;;;;
Peru;1116;3;Not killing anyone;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;387827;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;C92;1;nothing;miscellaneous;miscellaneous;miscellaneous;miscellaneous;0;miscellaneous;0;miscellaneous;nothing;;;;;;;;;;;;;;;;;;;;;
Cachoeira;CA037;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Christians;154299;1;Sins;morality;morality;morality;morality;0;morality;0;sinning;sin;;;;;;;;;;;;;;;;;;;;;
Congo;1170;1;adultery;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Mysore;D21;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;C24;2;not praying;ritual;ritual;ritual;ritual;0;ritual;0;praying.n;prayer.n;;;;;;;;;;;;;;;;;;;;;
Mysore;D80;2;not praying;ritual;ritual;ritual;ritual;0;ritual;0;praying.n;prayer.n;;;;;;;;;;;;;;;;;;;;;
Mysore;C25;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Turkana;126;1;drunkards;substance use/abuse;substance use;substance use/abuse;substance use/abuse;0;substance use/abuse;0;drunkenness;alcohol;;;;;;;;;;;;;;;;;;;;;
Turkana;329;4;liars;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1366;5;doesn’t like to differentiate between animals and humans, all is being, that’s why he wears a cloth with tiger skin, sits on a deer skin, uses a cattle as transport;specific;miscellaneous;specific;miscellaneous;1;specific;0;ontological difference between man and animal;equality;;;;;;;;;;;;;;;;;;;;;
Congo;1072;5;greed;morality;virtue;virtue;virtue;0;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
Congo;1020;4;bad fnothingds;miscellaneous;miscellaneous;miscellaneous;miscellaneous;0;miscellaneous;0;evil;miscellaneous;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1547;2;ladies dress him;specific;specific;ritual;ritual;0;specific;1;being handled by women;decorations;;;;;;;;;;;;;;;;;;;;;
Turkana;60;1;dislikepeople taking  tobacco ;substance use/abuse;substance use;substance use/abuse;substance use/abuse;0;substance use/abuse;0;smoking;tobacco;;;;;;;;;;;;;;;;;;;;;
Congo;1154;3;idolatry;ritual;religion;ritual;religion;1;ritual;0;idolatry;idolatry;;;;;;;;;;;;;;;;;;;;;
Congo;1017;3;hatred;virtue;virtue;virtue;virtue;0;virtue;0;antagonism;hate;;;;;;;;;;;;;;;;;;;;;
Congo;1154;2;hatred;virtue;virtue;virtue;virtue;0;virtue;0;antagonism;hate;;;;;;;;;;;;;;;;;;;;;
Congo;1014;2;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Congo;1085;3;fighting;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Congo;1161;4;gossip;morality;etiquette;morality;etiquette;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Congo;1049;5;witchcraft;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Peru;1136;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Congo;1014;1;prostitution;morality;morality;morality;morality;0;morality;0;prostitution;prostitution;;;;;;;;;;;;;;;;;;;;;
Congo;1116;2;antagonisme;morality;morality;morality;morality;0;morality;0;antagonism;unity;;;;;;;;;;;;;;;;;;;;;
Turkana;291;5;adulterous;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Turkana;27;1;dislike rude people;etiquette;morality;etiquette;morality;1;etiquette;0;impoliteness;manners.n;;;;;;;;;;;;;;;;;;;;;
Congo;1060;3;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Sursurunga;234;3;harming others;morality;morality;morality;morality;0;morality;0;violence;mistreating others;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1454;2;Bad spirits;miscellaneous;morality;specific;morality;1;specific;0;demons;spirits;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1086;3;when not spreading love;morality;virtue;morality;virtue;1;morality;0;immoral behaviour;love.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1016;3;unpolite people;etiquette;morality;etiquette;morality;1;etiquette;0;impoliteness;manners.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1339;3;disrespect towards others;morality;morality;morality;morality;0;morality;0;disrespect;respect.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1448;3;Disrespect;morality;morality;morality;morality;0;morality;0;disrespect;respect.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1105;2;Doesn’t know;D/K;D/K;D/K;D/K;0;D/K;0;D/K;D/K;;;;;;;;;;;;;;;;;;;;;
Turkana;47;2;dislike murder;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Turkana;216;3;dislike stealing .;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;249;4;dislike cursing others ;morality;specific;morality;specific;1;specific;0;bewitching;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;257;5;dislike witchcraft ;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1344;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1055;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Congo;1115;2;lying;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Congo;1154;1;infidelity;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Congo;1189;1;injustice;morality;people;morality;people;1;morality;0;injustice;justice.n;;;;;;;;;;;;;;;;;;;;;
Congo;1049;4;calumny;morality;morality;morality;morality;0;morality;0;gossip;calumny;;;;;;;;;;;;;;;;;;;;;
Congo;1170;5;covetousness;virtue;morality;virtue;morality;1;virtue;0;greed;jealousy;;;;;;;;;;;;;;;;;;;;;
Congo;1017;1;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Congo;1002;4;hatred;virtue;virtue;virtue;virtue;0;virtue;0;antagonism;hate;;;;;;;;;;;;;;;;;;;;;
Congo;1056;4;covetousness;virtue;morality;virtue;morality;1;virtue;0;greed;jealousy;;;;;;;;;;;;;;;;;;;;;
Congo;1085;2;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Congo;1063;4;fetishes;religion;virtue;religion;virtue;1;religion;0;idolatry;fetish;;;;;;;;;;;;;;;;;;;;;
Congo;1114;2;hatred;virtue;virtue;virtue;virtue;0;virtue;0;antagonism;hate;;;;;;;;;;;;;;;;;;;;;
Congo;1123;1;murder;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Congo;1179;2;murder;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Congo;1045;4;pride;virtue;virtue;virtue;virtue;0;virtue;0;pride;pride;;;;;;;;;;;;;;;;;;;;;
Congo;1053;1;murder;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Congo;1103;4;adultery;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Congo;1197;3;murder;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Congo;1129;4;injury;morality;morality;morality;morality;0;morality;0;violence;mistreating others;;;;;;;;;;;;;;;;;;;;;
Congo;1194;1;disbelief;religion;virtue;religion;religion;0;religion;0;disbelief;faith.n;;;;;;;;;;;;;;;;;;;;;
Congo;1164;1;murder;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Congo;1018;1;pride;virtue;virtue;virtue;virtue;0;virtue;0;pride;pride;;;;;;;;;;;;;;;;;;;;;
Congo;1046;2;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Congo;1031;2;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Congo;1112;2;adultery;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Congo;1117;1;witchcraft;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Congo;1060;1;fetishes;religion;virtue;religion;virtue;1;religion;0;idolatry;fetish;;;;;;;;;;;;;;;;;;;;;
Congo;1185;3;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Congo;1109;4;calumny;morality;morality;morality;morality;0;morality;0;gossip;calumny;;;;;;;;;;;;;;;;;;;;;
Congo;1182;2;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1373;3;ignore him;religion;morality;religion;religion;0;religion;0;disbelief;worship;;;;;;;;;;;;;;;;;;;;;
Turkana;271;4;dislikes people who curse others;morality;specific;morality;specific;1;specific;0;bewitching;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;103;4;dislike people to fight ;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Samburu;2030102;3;infidelity;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Peru;1008;1;Commiting sins when speaking, being disrespectful to one's family;morality;morality;morality;morality;0;morality;0;disrespecting family;manners.n;;;;;;;;;;;;;;;;;;;;;
Mysore;A15;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Christians;179994;3;Telling lies;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1786;1;people who harm others;morality;morality;morality;morality;0;morality;0;violence;mistreating others;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1373;1;bad people;virtue;morality;virtue;morality;1;morality;0;evil;good actions.n;;;;;;;;;;;;;;;;;;;;;
China-Christians;162718;1;Being rebellious;morality;virtue;morality;morality;0;people;1;rebelliousness;rebellious;;;;;;;;;;;;;;;;;;;;;
Turkana;271;1;dislikes people who lie;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1917;1;Wrong deeds;morality;morality;morality;morality;0;morality;0;immoral behaviour;good actions.n;;;;;;;;;;;;;;;;;;;;;
Congo;1162;5;impatience;virtue;virtue;virtue;virtue;0;virtue;0;impatience;patience.n;;;;;;;;;;;;;;;;;;;;;
Congo;1146;3;witchcraft;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Congo;1048;2;witchcraft;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1907;1;doesn’t know;D/K;D/K;D/K;D/K;0;D/K;0;D/K;D/K;;;;;;;;;;;;;;;;;;;;;
Turkana;223;2;God dislike people who kill others innocently ;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1351;1;nam;specific;miscellaneous;specific;miscellaneous;1;specific;0;demons;nam;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1042;5;know;miscellaneous;miscellaneous;miscellaneous;miscellaneous;0;miscellaneous;0;miscellaneous;intelligence;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1055;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Congo;1054;3;gluttony;morality;NA;virtue;NA;1;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
Congo;1006;5;idolatry;ritual;religion;ritual;religion;1;ritual;0;idolatry;idolatry;;;;;;;;;;;;;;;;;;;;;
Mysore;A85;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1042;4;don’t;miscellaneous;miscellaneous;miscellaneous;miscellaneous;0;miscellaneous;0;miscellaneous;miscellaneous;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1427;1;bad spirit;miscellaneous;morality;specific;morality;1;specific;0;demons;spirits;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1815;2;When people do not think of him;religion;virtue;religion;religion;0;religion;0;disbelief;worship.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1221;1;dominance;morality;morality;morality;morality;0;morality;0;dominance;domination;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1412;3;Natraj;specific;miscellaneous;specific;miscellaneous;1;specific;0;nataraj;miscellaneous;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1951;1;those who don’t follow orders;morality;morality;morality;morality;0;morality;0;disobedience;follow the rules of god;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1547;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1351;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1105;1;dominant people;morality;morality;morality;morality;0;morality;0;dominance;domination;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1477;2;Those who don´t believe him;religion;virtue;religion;religion;0;religion;0;disbelief;faith.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;K2356;4;don’t worship him;ritual;ritual;ritual;ritual;0;ritual;0;disbelief;worship.n;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;149268;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Peru;1134;2;Stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Peru;1033;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1135;1;when people do immoral and bad things;morality;morality;morality;morality;0;morality;0;immoral behaviour;good actions.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1547;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;146658;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Congo;1197;4;lying;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Congo;1115;1;murder;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Congo;1165;3;discrimination;morality;morality;morality;morality;0;morality;0;discriminate;discrimination;;;;;;;;;;;;;;;;;;;;;
Congo;1047;3;adultery;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Congo;1071;4;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1406;1;dominate others;morality;morality;morality;morality;0;morality;0;dominance;domination;;;;;;;;;;;;;;;;;;;;;
Congo;1135;3;hatred;virtue;virtue;virtue;virtue;0;virtue;0;antagonism;hate;;;;;;;;;;;;;;;;;;;;;
Congo;1113;5;peace;people pos;people;people;people;0;people;0;harmony;peace;;;;;;;;;;;;;;;;;;;;;
Congo;1126;4;murder;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Congo;1190;2;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Congo;1063;3;pride;virtue;virtue;virtue;virtue;0;virtue;0;pride;pride;;;;;;;;;;;;;;;;;;;;;
Congo;1158;4;calumny;morality;morality;morality;morality;0;morality;0;gossip;calumny;;;;;;;;;;;;;;;;;;;;;
Congo;1191;3;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1735;2;Let people down;morality;morality;morality;morality;0;morality;0;disloyalty;compassion.n;;;;;;;;;;;;;;;;;;;;;
Congo;1159;5;communion;ritual;ritual;ritual;ritual;0;ritual;0;christian rituals;communion;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1611;1;Bad actions take place;morality;morality;morality;morality;0;morality;0;immoral behaviour;good actions.n;;;;;;;;;;;;;;;;;;;;;
Congo;1011;4;lying;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Congo;1044;5;injury;morality;morality;morality;morality;0;morality;0;violence;mistreating others;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1405;1;Bad people;virtue;morality;virtue;morality;1;morality;0;evil;good actions.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1869;1;jelaousy;virtue;virtue;virtue;virtue;0;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1919;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1903;2;People live a bad life;morality;morality;morality;morality;0;morality;0;evil;good actions.n;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;517408;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1588;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1366;4;exploitation;morality;morality;morality;morality;0;morality;0;exploiting others;mistreating others;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;925663;2;NA;NA;NA;NA;morality;1;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1472;3;fighting with people;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1448;2;Dominance;morality;morality;morality;morality;0;morality;0;dominance;domination;;;;;;;;;;;;;;;;;;;;;
China-Christians;453047;3;People who do bad things;morality;morality;morality;morality;0;morality;0;immoral behaviour;good actions.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1552;2;People who fast but are hypocrites in reality;religion;miscellaneous;religion;morality;1;virtue;1;hypocrisy;hypocrisy;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1325;2;those who insult him;morality;morality;morality;religion;1;religion;0;blasphemy;insults;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1932;5;bad deeds;morality;morality;morality;morality;0;morality;0;immoral behaviour;good actions.n;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;173925;1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1971;5;bad people;virtue;morality;virtue;morality;1;morality;0;evil;good actions.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1879;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;D72;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;261459;2;Remain to be bad after being taught to be good;virtue;morality;virtue;morality;1;morality;0;evil;good actions.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1016;2;torture people;morality;morality;morality;morality;0;morality;0;torture;mistreating others;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1045;2;Selfishness;morality;virtue;morality;virtue;1;virtue;0;selfish;egoism;;;;;;;;;;;;;;;;;;;;;
Mysore;C19;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1431;4;those who disrespect religion;morality;religion;morality;religion;1;religion;0;blasphemy;worship.n;;;;;;;;;;;;;;;;;;;;;
Congo;1179;4;tribalism;miscellaneous;specific;virtue;specific;1;specific;0;tribalism;tribalism;;;;;;;;;;;;;;;;;;;;;
Congo;1164;4;gossip;morality;etiquette;morality;etiquette;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Congo;1191;2;drunkenness;substance use/abuse;substance use;substance use/abuse;substance use/abuse;0;substance use/abuse;0;drunkenness;alcohol;;;;;;;;;;;;;;;;;;;;;
Congo;1079;3;lying;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Congo;1058;4;greed;morality;virtue;virtue;virtue;0;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
Congo;1197;1;adultery;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Turkana;310;5;dislike people who worship local Gods ;ritual;ritual;ritual;ritual;0;ritual;0;idolatry;idolatry;;;;;;;;;;;;;;;;;;;;;
China-Christians;121768;3;Lies;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
China-Christians;514829;3;Breaking the law;morality;morality;morality;morality;0;morality;0;crime;criminality;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1356;5;don’t believe in his existence;religion;virtue;religion;religion;0;religion;0;disbelief;miscellaneous;;;;;;;;;;;;;;;;;;;;;
Sursurunga;246;1;sorcery;morality;specific;morality;specific;1;specific;0;witchcraft;magic;;;;;;;;;;;;;;;;;;;;;
Congo;1119;2;critique;morality;etiquette;morality;etiquette;1;morality;0;critique;critique;;;;;;;;;;;;;;;;;;;;;
Congo;1098;2;jealousy;virtue;virtue;virtue;virtue;0;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Mysore;D86;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Turkana;17;3;dislike rape.;morality;morality;morality;morality;0;morality;0;raping;rape;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1373;5;evil;miscellaneous;morality;miscellaneous;morality;1;morality;0;evil;mistreating others;;;;;;;;;;;;;;;;;;;;;
Turkana;308;3;adultery;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Turkana;83;3;quarreling ;morality;morality;morality;morality;0;morality;0;arguing;quarrel;;;;;;;;;;;;;;;;;;;;;
Turkana;234;3;adulterous;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1004;2;Violence;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Congo;1144;5;injury;morality;morality;morality;morality;0;morality;0;violence;mistreating others;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1611;4;Suffering of the world;people;people;people;people;0;people;0;suffering;wellbeing.n;;;;;;;;;;;;;;;;;;;;;
Congo;1132;5;hatred;virtue;virtue;virtue;virtue;0;virtue;0;antagonism;hate;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;149268;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Christians;426317;3;Being suspicious;morality;virtue;virtue;virtue;0;virtue;0;suspiciousness;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Turkana;246;2;doing adultery with someones wives;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
